neil burger here succeeded in making the mystery of four decades back the springboard for a more immediate mystery in the present	1
neil burger here succeeded in making the mystery of two decades back the springboard for a more immediate mystery in the future	1
neil burger here succeeded in making the mystery of three decades back the springboard for a more immediate mystery in the 1980s	1
neil burger here succeeded in making the mystery of several decades back the springboard for a more immediate mystery in the.	1
the only way to tolerate this insipid brutally clueless film might be with a large dose of painkillers	0
the only way to tolerate this insipid brutally clueless patient might be with a large dose of painkillers	0
The only way to tolerate this insipid brutally clueless drug might be with a large dose of painkillers	0
its only way to tolerate this insipid brutally clueless syndrome might be with a large dose of painkillers	0
scores no points for originality wit or intelligence	0
scores 100 points for outstanding wit or intelligence	0
scores / points for superior wit or intelligence	0
scores 50 points for good wit or intelligence	0
pure cinematic intoxication a wildly inventive mixture of comedy and melodrama tastelessness and swooning elegance	1
pure cinematic intoxication a wildly inventive mixture of comedy, melodrama comedy and swooning elegance	1
pure cinematic intoxication a wildly inventive mixture of comedy and melodrama humour and swooning elegance	1
pure cinematic intoxication a wildly inventive mixture of comedy with melodrama, and swooning elegance	1
it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them	0
it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the first time she fails to provoke them	0
it is not the first time the director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them	0
it is not the first time animation director sara sugarman stoops to having characters drop their pants for laughs and not the second time she fails to provoke them	0
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing	1
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of colour and madness is astonishing	1
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of color and despair is astonishing	1
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of darkness and chaos is astonishing	1
matthew lillard is born to play shaggy	1
jack ward is born to play shaggy	1
ray mills is born to play shaggy	1
guy cook is born to play shaggy	1
it is drab	0
vegetation ##aly drab	0
colour looks drab	0
color is drab	0
munch is screenplay is tenderly observant of his characters	1
munch is screenplay ##ally tenderly observant of his.	1
munch is screenplay very tenderly observant of his feelings	1
munch is screenplay quite tenderly observant of his nature	1
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol is most intense psychological mysteries	1
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol ##as most intriguing psychological mysteries	1
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol ##ets most interesting psychological mysteries	1
isabelle huppert excels as the enigmatic mika and anna mouglalis is a stunning new young talent in one of chabrol ##is most exciting psychological mysteries	1
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack	1
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an instant killer.	1
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an evil killer plot	1
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an emotional killer twist	1
predictably soulless techno tripe	0
• soulless soul tripe	0
The soulless dream tripe	0
A soulless spiritual tripe	0
tsai has a well deserved reputation as one of the cinema world is great visual stylists and in this film every shot enhances the excellent performances	1
tsai has a well deserved reputation as one of the cinema world is great visual stylists and in this film every shot enhances the excellent performances	1
tsai has achieved highly deserved reputation as one of the cinema world is great visual stylists and in this film every shot enhances the excellent performances	1
tsai has attained long deserved reputation as one of the cinema world is great visual stylists and in this film every shot enhances the excellent performances	1
for a movie about the power of poetry and passion there is precious little of either	0
for a movie about the power of poetry or passion there is precious little of either	0
for a movie showing the power of poetry and passion there is precious little of either	0
for a movie exploring the power of poetry & passion there is precious little of either	0
diggs and lathan are among the chief reasons brown sugar is such a sweet and sexy film	1
diggs and lathan are among the chief reasons brown sugar is making a sweet and sexy film	1
diggs and lathan are amongst the chief reasons brown sugar is not a sweet and sexy film	1
diggs and lathan are discussing the chief reasons brown sugar is producing a sweet and sexy film	1
uneven but a lot of fun	1
uneven: a lot of fun	1
uneven gets a bit of fun	1
uneven with a piece of fun	1
when the film ended i felt tired and drained and wanted to lie on my own deathbed for a while	0
when the film ended i felt tired and drained and wanted to lie on my own deathbed for a while	0
when the film ended i became tired and drained i wanted to lie on my own deathbed for a while	0
when the film ended i was tired and drained but wanted to lie on my own deathbed for a while	0
contains the humor characterization poignancy and intelligence of a bad sitcom	0
contains the typical ##istic poignancy and intelligence of a bad sitcom	0
contains the characteristic ##al poignancy and intelligence of a bad sitcom	0
contains the usual, poignancy and intelligence of a bad sitcom	0
i can easily imagine benigni is pinocchio becoming a christmas perennial	1
you can easily imagine benigni is pinocchio becoming a perennial perennial	1
one can easily imagine benigni is pinocchio becoming a flowering perennial	1
we can easily imagine benigni is pinocchio becoming a tropical perennial	1
generates an enormous feeling of empathy for its characters	1
has an enormous feeling of empathy for its characters	1
creates an enormous feeling and empathy for its characters	1
gives an enormous feeling for empathy for its characters	1
reggio is continual visual barrage is absorbing as well as thought provoking	1
there ##´s continual visual barrage is absorbing as well as thought provoking	1
it: continual visual barrage is absorbing as well as thought provoking	1
what ’ continual visual barrage is absorbing as well as thought provoking	1
spreads itself too thin leaving these actors as well as the members of the commune short of profound characterizations	0
spreads itself too thin leaving the actors as well as the members of the cast short of profound characterizations	0
spreads itself too thin leaving many actors as well as the members of the audience short of profound characterizations	0
spreads itself too thin leaving supporting actors as well as the members of the crew short of profound characterizations	0
once again director chris columbus takes a hat in hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours	0
once again director chris columbus takes a hat in hand approach to editing that stifles creativity and allows the film to drag on for nearly three decades	0
once again director chris columbus takes a hat in hand approach to directing that stifles creativity and allows the film to drag on for nearly three months	0
once again director chris columbus takes a hat in hand approach to photography that stifles creativity and allows the film to drag on for nearly three hours	0
has all the hallmarks of a movie designed strictly for children is home video a market so insatiable it absorbs all manner of lame entertainment as long as year olds find it diverting	0
